timestamp,totalDataChartBreakdown,totalDataChart
2022/9/18 17:00,247482.8599999994,4364596.35
2022/9/19 17:00,161602.05999999866,3614872.8399999794
2022/9/20 17:00,253802.1499999985,4923078.130000021
2022/9/21 17:00,84915.36999999732,1495142.3899999894
2022/9/22 17:00,121656.83999999985,1482456.2300000023
2022/9/23 17:00,56590.82,645072.44
2022/9/24 17:00,61632.96000000462,831633.6599999815
2022/9/25 17:00,69778.72999999672,983251.63
2022/9/26 17:00,76613.48000000045,1488803.0500000063
2022/9/27 17:00,96141.95000000298,1891936.270000035
2022/9/28 17:00,69252.51999999955,936380.5799999982
2022/9/29 17:00,89082.51999999955,1809940.4099999461
2022/9/30 17:00,51776.32,1922967.3799999952
2022/10/1 17:00,51776.32,1922967.3799999952
2022/10/2 17:00,61267.25,1882354.2499999888
2022/10/3 17:00,46306.07999999821,1594487.9100000262
2022/10/4 17:00,67644.26000000164,1930893.3500000034
2022/10/5 17:00,48794.949999999255,1688441.7700000256
2022/10/6 17:00,49541.96999999881,694667.4299999923
2022/10/7 17:00,55773.08000000194,948052.3800000437
2022/10/8 17:00,85647.78000000119,665925.8799999878
2022/10/9 17:00,48435.30000000447,699715.5299999807
2022/10/10 17:00,48526.38999999687,1102240.5200000163
2022/10/11 17:00,31797.280000001192,1334598.509999968
2022/10/12 17:00,105031.62999999896,2052011.409999961
2022/10/13 17:00,105031.62999999896,2052011.409999961
2022/10/14 17:00,183216.26999999955,3543716.530000055
2022/10/15 17:00,132583.8999999985,2933717.1799999755
2022/10/16 17:00,61555.85000000149,1876779.040000042
2022/10/17 17:00,215434.43999999762,6260648.970000062
2022/10/18 17:00,119746.73000000045,3224939.3199999426
2022/10/19 17:00,97118.79999999702,2047682.3299999963
2022/10/20 17:00,44198.109999999404,1748004.1299999505
2022/10/21 17:00,18543.710000000894,805548.0300000161
2022/10/22 17:00,46584.300000000745,3669451.3399999794
2022/10/23 17:00,29536.35000000149,1332781.8400000837
2022/10/24 17:00,104671.46999999881,2338179.7699999195
2022/10/25 17:00,88151.23000000045,1753912.8300000075
2022/10/26 17:00,65878.66999999806,1019678.5500000492
2022/10/27 17:00,46713.33999999985,1563153.0700000096
2022/10/28 17:00,4.850000001490116,2645255.959999904
2022/10/29 17:00,4.660000000149012,1499054.1000000145
2022/10/30 17:00,17.779999997466803,1566614.8699999787
2022/10/31 17:00,3.050000000745058,804195.6500000712
2022/11/1 17:00,0.880000003,1257447.9700000323
2022/11/2 17:00,0.099999998,1172240.5599999987
2022/11/3 17:00,3.830000001937151,2486942.9199999794
2022/11/4 17:00,0,2478774.699999964
2022/11/5 17:00,0.14999999850988388,3417530.770000035
2022/11/6 16:00,0.9899999983608723,1403520.05
2022/11/7 16:00,9.570000000298023,8267924.9900000915
2022/11/8 16:00,3.7700000032782555,5430504.370000038
2022/11/9 16:00,17.07999999821186,4483303.160000008
2022/11/10 16:00,2.050000000745058,3570142.670000093
2022/11/11 16:00,6.199999999254942,4081215.8299999572
2022/11/12 16:00,1.0100000016391277,1873744.820000017
2022/11/13 16:00,4.419999998062849,1621027.3899999186
2022/11/14 16:00,50108.289999999106,1178917.850000076
2022/11/15 16:00,36002.509999997914,1994193.5
2022/11/16 16:00,52357.039999999106,1501794.0899999999
2022/11/17 16:00,39189.03000000119,674219.7500000112
2022/11/18 16:00,12106.14999999851,1720744.4000000488
2022/11/19 16:00,63469.57,4393912.779999979
2022/11/20 16:00,67000.44999999925,2443926.109999977
2022/11/21 16:00,67000.44999999925,2443926.109999977
2022/11/22 16:00,67000.44999999925,2443926.109999977
2022/11/23 16:00,15488.51000000164,717389.8700000141
2022/11/24 16:00,19016.259999997914,736927.6499999575
2022/11/25 16:00,15750.120000001043,2468768.309999952
2022/11/26 16:00,6911.920000001788,1646835.5600000508
2022/11/27 16:00,30950.89999999851,1533470.9599999487
2022/11/28 16:00,20841.670000001788,1235236.3799999878
2022/11/29 16:00,76656.62999999896,1420525.7100000624
2022/11/30 16:00,35932.289999999106,730561.4199999254
2022/12/1 16:00,46851.78000000119,4100404.3900000323
2022/12/2 16:00,14697.479999996722,1260642.859999938
2022/12/3 16:00,27978.579999998212,480379.49000003375
2022/12/4 16:00,56521.76000000164,2069758.1699999645
2022/12/5 16:00,28367.120000001043,1167940.7099999245
2022/12/6 16:00,51952.98000000045,3936366.900000019
2022/12/7 16:00,73896.35999999568,3821406.4399999958
2022/12/8 16:00,27144.630000002682,1129003.710000055
2022/12/9 16:00,19771.629999998957,1171914.9899999574
2022/12/10 16:00,16360.170000001788,1617384.7900000326
2022/12/11 16:00,40487.32,1652309.3099999968
2022/12/12 16:00,48539.41999999806,2814093.7200000156
2022/12/13 16:00,34918.44000000134,1053334.8500000555
2022/12/14 16:00,25251.620000001043,1605195.3199999835
2022/12/15 16:00,43826.51999999955,1534155.8399999551
2022/12/16 16:00,9692.900000002235,661433.4700000193
2022/12/17 16:00,14295.069999996573,1105885.1099999212
2022/12/18 16:00,26828,1467862.5400000736
2022/12/19 16:00,68340.95000000298,1373567.800000025
2022/12/20 16:00,10914.63999999687,1116078.4299999662
2022/12/21 16:00,42666.85000000149,1646135.2800000273
2022/12/22 16:00,11057.019999999553,868074.1999998968
2022/12/23 16:00,2945.719999998808,235863.8000000529
2022/12/24 16:00,8594.5,268085.40999995917
2022/12/25 16:00,3802.460000000894,1894231.1600000039
2022/12/26 16:00,12688.210000000894,1246488.68
2022/12/27 16:00,24752.730000000447,2132801.670000052
2022/12/28 16:00,8861.379999998957,657396.8200000413
2022/12/29 16:00,9381.190000001341,1918511.5099999458
2022/12/30 16:00,36313.210000000894,1294133.2600000687
2022/12/31 16:00,15420.099999997765,1528512.07
2023/1/1 16:00,27431.80999999866,7602574.189999981
2023/1/2 16:00,22449.179999999702,1797527.079999959
2023/1/3 16:00,37644.01000000164,1782566.7599999104
2023/1/4 16:00,7228.619999997318,524221.73000000603
2023/1/5 16:00,,0
2023/1/6 16:00,3444.45,545000.59
2023/1/7 16:00,37890.88,2452100.1599999997
2023/1/8 16:00,51211.82,3227253.54
2023/1/9 16:00,9409.26,1210739.08
2023/1/10 16:00,32115.57,1619604.22
2023/1/11 16:00,105741.11,5240339.160000001
2023/1/12 16:00,43406.62,3749577.0999999996
2023/1/13 16:00,192553.77,6219404.05
2023/1/14 16:00,261688.6,16079999.430000002
2023/1/15 16:00,339040.18,18060747.430000003
2023/1/16 16:00,205390.83,9729564.16
2023/1/17 16:00,361532.5,12226738.12
2023/1/18 16:00,433558.81,10659268.24
2023/1/19 16:00,127252.49,14056191.77
2023/1/20 16:00,199287.4,8995387.990000002
2023/1/21 16:00,103649.64,11877532.59
2023/1/22 16:00,108995.28,8332390.35
2023/1/23 16:00,87892.75,7219875.91
2023/1/24 16:00,118474.67,8114155.609999999
2023/1/25 16:00,90162.73,6306474.130000001
2023/1/26 16:00,62911.44,5288669.749999999
2023/1/27 16:00,150048.54,8648577.69
2023/1/28 16:00,185835.19,3944650.4299999997
2023/1/29 16:00,71709.54,4722484.260000001
2023/1/30 16:00,41448.42,2690281.37
2023/1/31 16:00,121079.33,7788420.210000001
2023/2/1 16:00,198722.17,9753443.119999997
2023/2/2 16:00,181301.63,12639709.159999998
2023/2/3 16:00,109480.89,3249864.1600000006
2023/2/4 16:00,63572.98,4895871.109999999
2023/2/5 16:00,297069.78,15602900.14
2023/2/6 16:00,291827.27,17053618
2023/2/7 16:00,186588.29,9744097.950000001
2023/2/8 16:00,520105.95,34324242.56999999
2023/2/9 16:00,216798.83,11771500.52
2023/2/10 16:00,80319.12,4785833.26
2023/2/11 16:00,63911.13,6551608.0200000005
2023/2/12 16:00,230326.9,17937211.33
2023/2/13 16:00,114607.83,11384845.6
2023/2/14 16:00,159023.07,10150226.779999997
2023/2/15 16:00,185809.56,9599859.04
2023/2/16 16:00,179896.07,12121616.27
2023/2/17 16:00,111308.1,6628241.7
2023/2/18 16:00,82528.49,3372512.5599999996
2023/2/19 16:00,88218.77,4940823.909999999
2023/2/20 16:00,101221.81,6894303.800000001
2023/2/21 16:00,141682.43,10864593.05
2023/2/22 16:00,153797.84,9816685.099999998
2023/2/23 16:00,96980.19,4413434.75
2023/2/24 16:00,83327.78,5664803.149999999
2023/2/25 16:00,41429.16,2664396.0500000007
2023/2/26 16:00,100463.14,5864659.330000001
2023/2/27 16:00,116027.56,7659917.039999999
2023/2/28 16:00,117017.58,7376148.79
2023/3/1 16:00,90377.14,4785678.100000001
2023/3/2 16:00,131014.58,5490285.430000001
2023/3/3 16:00,26097.31,3673031.06
2023/3/4 16:00,30975.3,2069011.92
2023/3/5 16:00,38818.86,2899174.9999999995
2023/3/6 16:00,69748.88,3885259.57
2023/3/7 16:00,80862.76,3134940.58
2023/3/8 16:00,69616.61,13500841.9
2023/3/9 16:00,139395.64,9256751.299999999
2023/3/10 16:00,352092.12,19834693.060000002
2023/3/11 16:00,86161.65,9021435.77
2023/3/12 17:00,165641.62,7955613.260000002
2023/3/13 17:00,181260.7,9638272.41
2023/3/14 17:00,142886.41,6886659.12
2023/3/15 17:00,74075.24,4656090.869999999
2023/3/16 17:00,100798.37,5766265.96
2023/3/17 17:00,111136.09,4606753.06
2023/3/18 17:00,83088.41,3816232.8899999997
2023/3/19 17:00,73182.07,3722198.9099999997
2023/3/20 17:00,82070.25,4585608.78
2023/3/21 17:00,113905.41,4911238.139999999
2023/3/22 17:00,66225.82,2645538.8499999996
2023/3/23 17:00,64008.29,2185470.87
2023/3/24 17:00,22703.57,1288242.9000000001
2023/3/25 17:00,58341.23,1684150.67
2023/3/26 17:00,53777.21,1870357.98
2023/3/27 17:00,63433.43,2957217.5399999996
2023/3/28 17:00,70666.4,6385456.710000001
2023/3/29 17:00,92240.32,4984973
2023/3/30 17:00,60345.94,2605890.64
2023/3/31 17:00,52070.26,1886180.0799999998
2023/4/1 17:00,66605.68,2913029.2600000002
2023/4/2 17:00,140041.26,4860612.850000001
2023/4/3 17:00,59696.86,3741319.9099999997
2023/4/4 17:00,127896.82,4182667.7800000003
2023/4/5 17:00,99990.03,2961396.94
2023/4/6 17:00,56692.34,2335689.92
2023/4/7 17:00,65376.45,2098762.13
2023/4/8 17:00,65718.96,3995874.59
2023/4/9 17:00,50379,1907378.69
2023/4/10 17:00,36101.47,1799928.02
2023/4/11 17:00,84009.26,3369541.84
2023/4/12 17:00,99037.28,3366949.77
2023/4/13 17:00,142212.8,4481171.239999999
2023/4/14 17:00,122001.19,3382394.29
2023/4/15 17:00,69456.94,2738236.4399999995
2023/4/16 17:00,87197.28,4625858.200000001
2023/4/17 17:00,64895.11,3263768.34
2023/4/18 17:00,93947.56,3351194.6900000004
2023/4/19 17:00,83415.24,3510404.5
2023/4/20 17:00,90365.79,4431669.8
2023/4/21 17:00,72116.39,2772062.87
2023/4/22 17:00,42134.6,2527780.95
2023/4/23 17:00,93267.45,2708437.08
2023/4/24 17:00,45279.91,3637533.5900000003
2023/4/25 17:00,129514.03,4847411.32
2023/4/26 17:00,80189.62,2591192.7800000003
2023/4/27 17:00,36828.23,3046378.87
2023/4/28 17:00,14181.16,828486.0700000001
2023/4/29 17:00,40795.25,1193781.38
2023/4/30 17:00,20143.16,1577393.9500000002
2023/5/1 17:00,24443.93,1000355.23
2023/5/2 17:00,51528.18,3061444.36
2023/5/3 17:00,24928.8,2068465.9000000001
2023/5/4 17:00,47909.98,1447852.3599999996
2023/5/5 17:00,47437.57,1343445.4300000002
2023/5/6 17:00,40576.79,1565677.4699999997
2023/5/7 17:00,156616.83,3942055.65
2023/5/8 17:00,29717.52,1625284.8099999998
2023/5/9 17:00,80461.05,2775433.7900000005
2023/5/10 17:00,55742.31,4896170.27
2023/5/11 17:00,55840.31,2516048.14
2023/5/12 17:00,17603.77,1671210.29
2023/5/13 17:00,21167.84,1128007.8
2023/5/14 17:00,41865.76,1892479.1400000001
2023/5/15 17:00,28333.88,2614403.05
2023/5/16 17:00,49162.04,2321752.2500000005
2023/5/17 17:00,56403.97,1960788.0500000003
2023/5/18 17:00,16205.8,1070353.77
2023/5/19 17:00,6271.05,922455.4800000002
2023/5/20 17:00,14446.77,1122696.4100000004
2023/5/21 17:00,27477.49,2027784.6199999999
2023/5/22 17:00,27477.49,2027784.6199999999
2023/5/23 17:00,24981.11,1353794.7999999998
2023/5/24 17:00,20143.61,736879.54
2023/5/25 17:00,8751.44,974836.07
2023/5/26 17:00,63156.09,512475.14
2023/5/27 17:00,30546.59,808386.74
2023/5/28 17:00,20002.55,668845.93
2023/5/29 17:00,22385.59,1572177.7999999998
2023/5/30 17:00,32849.7,1250930.9499999997
2023/5/31 17:00,36526.77,969681.4800000001
2023/6/1 17:00,22734.6,1407206.3900000001
2023/6/2 17:00,7236.56,873079.9199999999
2023/6/3 17:00,10904.34,670725.3800000001
2023/6/4 17:00,64034.52,3063718.4200000004
2023/6/5 17:00,35962.21,2082017.05
2023/6/6 17:00,32169.15,1048932.5699999998
2023/6/7 17:00,13481.22,921378.22
2023/6/8 17:00,16496.73,883376.0000000001
2023/6/9 17:00,123053.09,6541077.61
2023/6/10 17:00,31697.24,1713375.1400000001
2023/6/11 17:00,29669.75,1882862.06
2023/6/12 17:00,24613.88,1172063.58
2023/6/13 17:00,46381.62,2066736.54
2023/6/14 17:00,33089.15,1405947.98
2023/6/15 17:00,69986.83,3944403.55
2023/6/16 17:00,44855.08,2604221.59
2023/6/17 17:00,33255.61,1135234.31
2023/6/18 17:00,53279.99,2281483.31
2023/6/19 17:00,46631.71,2300116.88
2023/6/20 17:00,52251.99,2762386.72
2023/6/21 17:00,74952.68,2624580.6900000004
2023/6/22 17:00,69697.4,2501541.6100000003
2023/6/23 17:00,36851.94,1323400.4400000002
2023/6/24 17:00,38937.24,1606058.89
2023/6/25 17:00,48341.94,3324404.44
2023/6/26 17:00,38895.57,1329269.0399999998
2023/6/27 17:00,33842.54,1431673.0300000003
2023/6/28 17:00,24901.01,1088286.55
2023/6/29 17:00,87010.26,3358902.59
2023/6/30 17:00,6218.28,1125998.31
2023/7/1 17:00,23771.9,1393415.1300000001
2023/7/2 17:00,58909.02,3351429.3200000003
2023/7/3 17:00,34137.79,2768203.84
2023/7/4 17:00,31276.29,1780004.0099999998
2023/7/5 17:00,137037.87,4431061.65
2023/7/6 17:00,38289.39,2366550.8799999994
2023/7/7 17:00,27980.3,1047710.6699999999
2023/7/8 17:00,14772.22,1236916.6
2023/7/9 17:00,47795.58,2477493.1299999994
2023/7/10 17:00,11715.89,1282230.0400000003
2023/7/11 17:00,27635.55,1331389.68
2023/7/12 17:00,62860.34,3331599.6100000003
2023/7/13 17:00,76928.52,3609954.4499999997
2023/7/14 17:00,16269.01,1602628.4900000002
2023/7/15 17:00,12986.96,1151679.8900000001
2023/7/16 17:00,38804.36,1753536.94
2023/7/17 17:00,61181.95,934038.5199999999
2023/7/18 17:00,50386.82,1733162.46
2023/7/19 17:00,34666.53,1990235.27
2023/7/20 17:00,26627.76,1090770.38
2023/7/21 17:00,29090.25,755916.4400000002
2023/7/22 17:00,16411.06,995350.71
2023/7/23 17:00,23256.07,1161811.6500000001
2023/7/24 17:00,10156.16,1381963.95
2023/7/25 17:00,18830.22,1668526.73
2023/7/26 17:00,30416.28,1921077.6400000001
2023/7/27 17:00,16350.44,1782925.9400000002
2023/7/28 17:00,11691.02,2445187.67
2023/7/29 17:00,34706.94,3433874.0799999996
2023/7/30 17:00,51069.41,5629281.149999999
2023/7/31 17:00,79988.37,8984010.879999999
2023/8/1 17:00,53497.04,3304714.95
2023/8/2 17:00,16878.54,8299449.380000001
2023/8/3 17:00,28550.59,3591811.63
2023/8/4 17:00,28440.77,3301185.78
2023/8/5 17:00,21035.89,1999569.49
2023/8/6 17:00,27102.38,2114996.5599999996
2023/8/7 17:00,30611.47,2136266.34
2023/8/8 17:00,36611.19,3550188.06
2023/8/9 17:00,16317.65,922744.4500000001
2023/8/10 17:00,33244.42,1083438.21
2023/8/11 17:00,12612.72,760610.06
2023/8/12 17:00,13907.31,758589.46
2023/8/13 17:00,29058.3,2956541.3
2023/8/14 17:00,65688.82,3748827.28
2023/8/15 17:00,47694.64,2697358.2800000003
2023/8/16 17:00,172293.64,5109613.45
2023/8/17 17:00,48902.15,2400890.4699999997
2023/8/18 17:00,63767.36,1315191.0399999998
2023/8/19 17:00,21070.12,1558797.0699999998
2023/8/20 17:00,24222.97,1228385.1600000001
2023/8/21 17:00,52593.34,2035500.42
2023/8/22 17:00,41398.69,1494816.1099999999
2023/8/23 17:00,36670.9,1426525.28
2023/8/24 17:00,21037.53,1282403.3300000003
2023/8/25 17:00,7954.69,666268.1999999998
2023/8/26 17:00,5664.95,718657.2600000002
2023/8/27 17:00,19637.63,706058.82
2023/8/28 17:00,54401.38,2219154.0700000003
2023/8/29 17:00,10660.46,740619.7200000001
2023/8/30 17:00,32607.39,1075528.31
2023/8/31 17:00,20919.51,1031747
2023/9/1 17:00,16600.55,517172.38
2023/9/2 17:00,17838.89,1725578.52
2023/9/3 17:00,10669.09,2968137.36
2023/9/4 17:00,27028.11,1113060.06
2023/9/5 17:00,19728.01,1378793.5299999998
2023/9/6 17:00,15399.41,1503610.05
2023/9/7 17:00,19784.29,1898024.12
2023/9/8 17:00,2710.71,464294.19000000006
2023/9/9 17:00,25843.47,1432080.0100000002
2023/9/10 17:00,34351.44,1415116.59
2023/9/11 17:00,38155.82,1060612.18
2023/9/12 17:00,34588.52,1373460.78
2023/9/13 17:00,16339.13,775673.07
2023/9/14 17:00,15584.68,963501.6799999999
2023/9/15 17:00,6767.62,514580.55
2023/9/16 17:00,21304.77,448509.35000000003
2023/9/17 17:00,39434.61,921364.15
2023/9/18 17:00,24532.14,1135857.0000000002
2023/9/19 17:00,21571.82,1075813.25
2023/9/20 17:00,26451.5,2873359.63
2023/9/21 17:00,11101.13,1432489.13
2023/9/22 17:00,5469.5,1011562.0200000003
2023/9/23 17:00,9900.81,867372.6299999999
2023/9/24 17:00,27579.43,1269517.5699999998
2023/9/25 17:00,23707.61,1840287.46
2023/9/26 17:00,34862.49,1785729.9200000002
2023/9/27 17:00,74359.95,1462905.02
2023/9/28 17:00,43452.85,1968471.54
2023/9/29 17:00,36784.94,2135948.9400000004
2023/9/30 17:00,40644.73,2286013.4699999997
2023/10/1 17:00,58820.22,2229182.94
2023/10/2 17:00,13685.27,1241561.3299999998
2023/10/3 17:00,58925.51,2191270.82
2023/10/4 17:00,32333.5,1896497.04
2023/10/5 17:00,20540.06,932711.1499999999
2023/10/6 17:00,12181.84,436714.66
2023/10/7 17:00,10463.96,426193.51
2023/10/8 17:00,32991.84,1558206.91
2023/10/9 17:00,16275.1,1281396.78
2023/10/10 17:00,40649.73,2042722.65
2023/10/11 17:00,74333.21,4037414.7
2023/10/12 17:00,59599.96,3686656.67
2023/10/13 17:00,25297.24,1060425.81
2023/10/14 17:00,16446.54,2281282.1599999997
2023/10/15 17:00,66212.75,3497402.4799999995
2023/10/16 17:00,47876.73,1597954.29
2023/10/17 17:00,18393.26,826512.7200000001
2023/10/18 17:00,16748.27,1108547.8800000001
2023/10/19 17:00,33210.93,1222321.49
2023/10/20 17:00,32448.88,847711.2
2023/10/21 17:00,36345.56,1148860.4899999998
2023/10/22 17:00,80748.79,2139431.78
2023/10/23 17:00,142004.03,3746641.1599999997
2023/10/24 17:00,80508.18,3010799.5100000002
2021/12/18 16:00,,7.01
2021/12/19 16:00,,0
2021/12/20 16:00,,0
2021/12/21 16:00,,2
2021/12/22 16:00,,797.91
2021/12/23 16:00,,50571.54000000001
2021/12/24 16:00,,172288.97000000003
2021/12/25 16:00,,187.97000000000116
2021/12/26 16:00,,512577.43000000005
2021/12/27 16:00,,1151093.84
2021/12/28 16:00,,1386883.1100000006
2021/12/29 16:00,,2497044.4399999995
2021/12/30 16:00,,1371920.719999999
2021/12/31 16:00,,1153720.4300000006
2022/1/1 16:00,,887372.5799999998
2022/1/2 16:00,,949156.6899999983
2022/1/3 16:00,,1509586.8500000024
2022/1/4 16:00,,1530444.24
2022/1/5 16:00,,1114818.9
2022/1/6 16:00,,778317.0700000009
2022/1/7 16:00,,1295232.869999999
2022/1/8 16:00,,659241.0500000002
2022/1/9 16:00,,973611.2399999995
2022/1/10 16:00,,978458.7199999988
2022/1/11 16:00,,1957865.540000001
2022/1/12 16:00,,965675.5000000003
2022/1/13 16:00,,1416579.950000002
2022/1/14 16:00,,900271.3599999978
2022/1/15 16:00,,812694.1199999999
2022/1/16 16:00,,2195672.4799999986
2022/1/17 16:00,,1671804.7600000033
2022/1/18 16:00,,1154549.4799999997
2022/1/19 16:00,,2391961.9799999967
2022/1/20 16:00,,2867515.409999999
2022/1/21 16:00,,1632999.5699999998
2022/1/22 16:00,,924000.2100000053
2022/1/23 16:00,,1749505.2199999893
2022/1/24 16:00,,741952.1000000057
2022/1/25 16:00,,1284489.6600000036
2022/1/26 16:00,,1112539.5099999963
2022/1/27 16:00,,1118492.5100000002
2022/1/28 16:00,,699461.5300000005
2022/1/29 16:00,,488999.93000000226
2022/1/30 16:00,,512126.7299999937
2022/1/31 16:00,,736949.1100000017
2022/2/1 16:00,,975359.6900000055
2022/2/2 16:00,,945226.4899999996
2022/2/3 16:00,,1522284.889999992
2022/2/4 16:00,,649734.0999999982
2022/2/5 16:00,,1143525.3200000038
2022/2/6 16:00,,1130442.110000004
2022/2/7 16:00,,1045641.8799999966
2022/2/8 16:00,,1234050.3699999962
